years_after_graduation,section_name,sic_name,sex,number_of_graduates,median_earnings
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Non-specialised wholesale trade,Male,160,26600.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Female,1910,17500.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Male,1970,17500.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale in non-specialised stores,Female,680,20400.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale in non-specialised stores,Male,360,19500.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Female,135,15000.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Male,70,18600.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of beverages in specialised stores,Female,45,21700.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of beverages in specialised stores,Male,40,21200.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale of food in specialised stores,Female,85,20400.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale of food in specialised stores,Male,70,22800.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of automotive fuel in specialised stores,Female,80,20800.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of automotive fuel in specialised stores,Male,85,23000.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of computers, peripheral units and software in specialised stores",Female,70,24600.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of computers, peripheral units and software in specialised stores",Male,80,22300.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of hardware, paints and glass in specialised stores",Female,160,19300.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of hardware, paints and glass in specialised stores",Male,215,17900.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",Female,15,21200.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",Male,25,23400.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of electrical household appliances in specialised stores,Female,50,18800.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of electrical household appliances in specialised stores,Male,125,20400.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",Female,290,21500.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",Male,190,22400.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of books in specialised stores,Female,85,16400.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of books in specialised stores,Male,40,18200.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of newspapers and stationery in specialised stores,Female,125,15300.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of newspapers and stationery in specialised stores,Male,55,14600.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",Female,255,20800.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",Male,295,19500.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of games and toys in specialised stores,Female,30,14200.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of games and toys in specialised stores,Male,30,13000.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of clothing in specialised stores,Female,1610,19700.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of clothing in specialised stores,Male,580,18600.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of footwear in specialised stores,Female,140,20800.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of footwear in specialised stores,Male,65,19000.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Dispensing chemist in specialised stores,Female,370,28500.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Dispensing chemist in specialised stores,Male,190,34900.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of hearing aids,Female,30,29900.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of hearing aids,Male,15,30500.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of cosmetic and toilet articles in specialised stores,Female,255,20300.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of cosmetic and toilet articles in specialised stores,Male,60,21200.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food in specialised stores",Female,205,18600.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food in specialised stores",Male,85,18400.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of watches and jewellery in specialised stores,Female,200,21200.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of watches and jewellery in specialised stores,Male,60,21200.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale in commercial art galleries,Female,65,23000.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale in commercial art galleries,Male,20,17900.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale by opticians,Female,360,29400.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale by opticians,Male,155,25600.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Female,175,17500.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Male,80,19000.0
3,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of other second-hand goods in stores (not incl. antiques),Female,145,18200.0
